Date,Open,High,Low,Close,Adj Close,Volume
2023-07-31,157.17999267578125,159.3800048828125,157.14999389648438,157.9600067138672,150.70034790039062,8892700
2023-08-01,157.42999267578125,158.0,156.14999389648438,157.17999267578125,149.9561767578125,6853900
2023-08-02,155.55999755859375,155.69000244140625,153.94000244140625,155.39999389648438,148.25799560546875,8299400
2023-08-03,155.0,156.9199981689453,154.35000610351562,156.35000610351562,149.16433715820312,6084000
2023-08-04,156.39999389648438,157.8000030517578,155.6999969482422,156.02000427246094,148.84950256347656,6209400
2023-08-07,156.60000610351562,157.6999969482422,156.60000610351562,156.75999450683594,149.5554962158203,7251800
2023-08-08,154.32000732421875,155.97999572753906,152.58999633789062,155.8800048828125,148.71592712402344,8623400
2023-08-09,155.32000732421875,155.52000427246094,153.47000122070312,153.7899932861328,146.72198486328125,6277800
2023-08-10,154.3800048828125,155.44000244140625,153.08999633789062,153.55999755859375,146.5025634765625,5995100
2023-08-11,153.02999877929688,154.52000427246094,152.6300048828125,154.4499969482422,147.35165405273438,5180700
2023-08-14,153.61000061035156,154.9199981689453,152.9199981689453,154.77000427246094,147.65695190429688,5044300
2023-08-15,152.85000610351562,153.27000427246094,150.22999572753906,150.8300018310547,143.8980255126953,10300300
2023-08-16,150.60000610351562,150.9600067138672,149.67999267578125,150.19000244140625,143.28744506835938,6978200
2023-08-17,150.8800048828125,151.25999450683594,148.39999389648438,148.6300048828125,141.7991485595703,9953900
2023-08-18,147.64999389648438,149.5,147.44000244140625,148.97000122070312,142.12351989746094,8517500
2023-08-21,149.64999389648438,150.10000610351562,148.02000427246094,149.47999572753906,142.6100616455078,8327000
2023-08-22,149.25999450683594,149.63999938964844,145.85000610351562,146.3800048828125,139.6525421142578,9673300
2023-08-23,146.35000610351562,147.58999633789062,145.4600067138672,147.3699951171875,140.59703063964844,7858000
2023-08-24,147.5,149.41000366210938,146.99000549316406,147.22999572753906,140.46347045898438,6534000
2023-08-25,147.27999877929688,148.6199951171875,145.85000610351562,147.0500030517578,140.29176330566406,6695500
2023-08-28,147.57000732421875,148.61000061035156,147.1300048828125,147.55999755859375,140.77830505371094,5094100
2023-08-29,147.7100067138672,148.85000610351562,147.17999267578125,148.75999450683594,141.92315673828125,6337000
2023-08-30,148.6199951171875,149.14999389648438,147.19000244140625,148.16000366210938,141.35072326660156,6277300
2023-08-31,148.25999450683594,148.35000610351562,145.9600067138672,146.3300018310547,139.60484313964844,10933900
2023-09-01,146.08999633789062,148.0800018310547,145.6999969482422,146.82000732421875,140.07232666015625,7903500
2023-09-05,147.16000366210938,148.2100067138672,145.00999450683594,145.1999969482422,138.52676391601562,7854700
2023-09-06,144.6999969482422,145.5399932861328,144.11000061035156,144.9600067138672,138.2978057861328,8629200
2023-09-07,144.1300048828125,145.27000427246094,143.38999938964844,143.72000122070312,137.11480712890625,8373700
2023-09-08,143.3699951171875,144.1199951171875,142.64999389648438,143.8300018310547,137.2197265625,7107900
2023-09-11,144.75,145.0500030517578,143.69000244140625,144.4600067138672,137.82080078125,6854200
2023-09-12,144.5,147.32000732421875,144.0500030517578,146.33999633789062,139.61439514160156,8363200
2023-09-13,147.33999633789062,147.6999969482422,145.82000732421875,146.41000366210938,139.68116760253906,8325900
2023-09-14,147.83999633789062,149.89999389648438,147.52000427246094,149.25,142.39065551757812,10034900
2023-09-15,148.9199981689453,149.72999572753906,148.30999755859375,148.80999755859375,141.9708709716797,19863400
2023-09-18,148.16000366210938,149.13999938964844,147.75,149.1199951171875,142.2666015625,6512400
2023-09-19,149.5,149.72000122070312,147.2100067138672,148.92999267578125,142.08534240722656,7943400
2023-09-20,149.64999389648438,150.25,148.13999938964844,148.3000030517578,141.48431396484375,7332000
2023-09-21,147.5800018310547,148.85000610351562,146.6300048828125,147.13999938964844,140.37759399414062,8052400
2023-09-22,147.2899932861328,147.50999450683594,145.19000244140625,145.72999572753906,139.0324249267578,7071700
2023-09-25,145.35000610351562,146.52000427246094,143.6999969482422,146.4499969482422,139.7193145751953,7044700
2023-09-26,144.60000610351562,145.83999633789062,144.22999572753906,144.92999267578125,138.26919555664062,7468400
2023-09-27,145.19000244140625,146.08999633789062,144.50999450683594,145.77999877929688,139.08013916015625,6717800
2023-09-28,146.27999877929688,148.8699951171875,146.00999450683594,147.58999633789062,140.8069305419922,8868100
2023-09-29,148.60000610351562,148.75999450683594,144.86000061035156,145.02000427246094,138.3550567626953,11917800
2023-10-02,144.8300018310547,145.6199951171875,142.6300048828125,143.77000427246094,137.1625213623047,9170600
2023-10-03,143.1999969482422,143.58999633789062,142.35000610351562,142.7100067138672,136.15122985839844,9431100
2023-10-04,143.19000244140625,143.47000122070312,141.92999267578125,143.35000610351562,136.76181030273438,8128700
2023-10-05,142.0399932861328,143.10000610351562,140.8300018310547,142.89999389648438,137.3384246826172,8576200
2023-10-06,142.91000366210938,145.8800048828125,142.13999938964844,145.10000610351562,139.45281982421875,10270600
2023-10-09,143.66000366210938,145.39999389648438,143.5,144.77000427246094,139.1356964111328,6964900
2023-10-10,145.4199981689453,146.77000427246094,145.27999877929688,145.64999389648438,139.98143005371094,11288800
