Date,Open,High,Low,Close,Adj Close,Volume
2023-07-31,105.19000244140625,107.86000061035156,105.19000244140625,107.23999786376953,100.10173034667969,24197000
2023-08-01,106.94999694824219,107.31999969482422,105.52999877929688,106.62000274658203,99.52301025390625,14177400
2023-08-02,106.26000213623047,106.37999725341797,104.56999969482422,105.29000091552734,98.28152465820312,13484100
2023-08-03,105.88999938964844,107.87999725341797,105.30000305175781,107.12000274658203,99.98973083496094,16280400
2023-08-04,107.95999908447266,109.23999786376953,107.33000183105469,107.41999816894531,100.26974487304688,14279600
2023-08-07,107.9000015258789,108.41999816894531,106.51000213623047,107.19999694824219,100.06439971923828,12410800
2023-08-08,106.04000091552734,107.75,104.83999633789062,107.7300033569336,100.55912780761719,14065600
2023-08-09,108.70999908447266,110.41999816894531,108.30999755859375,109.55999755859375,102.26730346679688,19919600
2023-08-10,110.19000244140625,111.62999725341797,109.44000244140625,110.12000274658203,102.7900390625,15837200
2023-08-11,110.37000274658203,112.06999969482422,110.05000305175781,111.83000183105469,104.3862075805664,14047000
2023-08-14,111.68000030517578,111.9800033569336,110.77999877929688,111.91999816894531,104.47022247314453,12973400
2023-08-15,110.75,110.86000061035156,107.97000122070312,108.16000366210938,101.78812408447266,14909600
2023-08-16,108.27999877929688,109.33000183105469,106.27999877929688,106.33999633789062,100.07533264160156,13695100
2023-08-17,107.41999816894531,110.1500015258789,107.41999816894531,108.4000015258789,102.01398468017578,16709500
2023-08-18,107.63999938964844,110.19999694824219,107.62000274658203,110.04000091552734,103.55736541748047,16224000
2023-08-21,110.36000061035156,110.9800033569336,108.13999938964844,108.70999908447266,102.30570983886719,11092400
2023-08-22,109.16999816894531,109.72000122070312,107.94999694824219,108.0999984741211,101.73164367675781,10518800
2023-08-23,107.04000091552734,107.30000305175781,105.72000122070312,107.1500015258789,100.83760833740234,11435600
2023-08-24,106.41999816894531,107.7699966430664,106.06999969482422,106.3499984741211,100.08473205566406,10818500
2023-08-25,107.43000030517578,108.93000030517578,106.62000274658203,108.25,101.8728256225586,13579300
2023-08-28,108.44999694824219,110.04000091552734,108.44000244140625,109.16000366210938,102.72920227050781,10382100
2023-08-29,109.66000366210938,110.0199966430664,108.41999816894531,109.80999755859375,103.34090423583984,9665000
2023-08-30,110.44000244140625,111.13999938964844,109.9800033569336,110.87999725341797,104.34786987304688,11922100
2023-08-31,111.12000274658203,111.41999816894531,110.62000274658203,111.19000244140625,104.63961791992188,17479800
2023-09-01,112.19999694824219,113.81999969482422,112.19999694824219,113.5199966430664,106.83235931396484,14843500
2023-09-05,114.0999984741211,115.83000183105469,113.5,113.52999877929688,106.84175109863281,18304000
2023-09-06,113.4800033569336,114.58999633789062,113.2300033569336,114.51000213623047,107.76402282714844,13325500
2023-09-07,114.6500015258789,115.8499984741211,113.69999694824219,113.94999694824219,107.23702239990234,13248500
2023-09-08,114.52999877929688,116.05000305175781,114.31999969482422,115.61000061035156,108.79920959472656,14283200
2023-09-11,116.18000030517578,116.68000030517578,113.56999969482422,114.16000366210938,107.43465423583984,14383600
2023-09-12,115.33999633789062,117.66999816894531,115.2699966430664,117.48999786376953,110.56847381591797,20145800
2023-09-13,117.41000366210938,117.95999908447266,115.9000015258789,116.44000244140625,109.58032989501953,13472800
2023-09-14,117.55000305175781,118.66000366210938,117.33000183105469,118.5199966430664,111.53778839111328,15210700
2023-09-15,117.9000015258789,118.51000213623047,116.5,116.69999694824219,109.82501220703125,34568400
2023-09-18,117.52999877929688,118.23999786376953,116.69999694824219,117.63999938964844,110.70963287353516,14045300
2023-09-19,118.62000274658203,118.83999633789062,116.61000061035156,117.33000183105469,110.41789245605469,12562900
2023-09-20,116.54000091552734,118.0199966430664,116.31999969482422,116.4000015258789,109.54269409179688,11879900
2023-09-21,116.9800033569336,117.37000274658203,114.5999984741211,114.76000213623047,107.99930572509766,14400600
2023-09-22,115.70999908447266,116.68000030517578,114.80999755859375,114.94000244140625,108.16869354248047,13197300
