Date,Open,High,Low,Close,Adj Close,Volume
2023-07-31,95.58000183105469,95.91000366210938,95.56999969482422,95.73999786376953,89.2259521484375,6347000
2023-08-01,95.04000091552734,95.18000030517578,94.77999877929688,94.94000244140625,88.70462799072266,7714000
2023-08-02,94.66000366210938,94.79000091552734,94.36000061035156,94.75,88.5270767211914,8009200
2023-08-03,94.11000061035156,94.25,93.95999908447266,94.05000305175781,87.87306213378906,11057900
2023-08-04,94.4000015258789,95.12999725341797,94.4000015258789,95.05000305175781,88.80738830566406,10189900
2023-08-07,94.93000030517578,94.9800033569336,94.70999908447266,94.81999969482422,88.59247589111328,4007400
2023-08-08,95.30999755859375,95.54000091552734,95.19000244140625,95.30000305175781,89.04096221923828,5401400
2023-08-09,95.30000305175781,95.5199966430664,95.26000213623047,95.36000061035156,89.09703063964844,5317200
2023-08-10,95.36000061035156,95.54000091552734,94.62000274658203,94.62999725341797,88.41496276855469,8462100
2023-08-11,94.23999786376953,94.55999755859375,94.08999633789062,94.12999725341797,87.94780731201172,5915000
2023-08-14,93.9800033569336,94.26000213623047,93.77999877929688,93.9800033569336,87.80767059326172,6218400
2023-08-15,93.87999725341797,94.18000030517578,93.75,93.80000305175781,87.63949584960938,9602600
2023-08-16,93.77999877929688,94.0,93.37000274658203,93.44000244140625,87.30311584472656,7199600
2023-08-17,93.41000366210938,93.47000122070312,93.05999755859375,93.31999969482422,87.19100189208984,9858300
2023-08-18,93.48999786376953,93.80999755859375,93.44000244140625,93.5999984741211,87.4526138305664,7510500
2023-08-21,93.16000366210938,93.19999694824219,92.91000366210938,93.0199966430664,86.91072845458984,10864000
2023-08-22,92.94000244140625,93.16000366210938,92.8499984741211,93.05999755859375,86.94807434082031,6330500
2023-08-23,93.62999725341797,94.06999969482422,93.5999984741211,94.06999969482422,87.89175415039062,8550500
2023-08-24,93.77999877929688,94.05000305175781,93.69000244140625,93.72000122070312,87.56474304199219,5735800
2023-08-25,93.58999633789062,93.93000030517578,93.33999633789062,93.69000244140625,87.53672790527344,7895700
2023-08-28,93.91000366210938,93.9800033569336,93.70999908447266,93.94999694824219,87.7796401977539,3301700
2023-08-29,93.7300033569336,94.66000366210938,93.70999908447266,94.62000274658203,88.4056396484375,7064200
2023-08-30,94.73999786376953,94.79000091552734,94.55000305175781,94.61000061035156,88.39628601074219,6346700
2023-08-31,94.72000122070312,94.94000244140625,94.62999725341797,94.80000305175781,88.57381439208984,6167300
2023-09-01,94.56999969482422,94.58000183105469,93.86000061035156,93.9800033569336,88.03237915039062,7746600
2023-09-05,93.70999908447266,93.72000122070312,93.37000274658203,93.41000366210938,87.49845886230469,4993400
2023-09-06,93.56999969482422,93.58999633789062,93.12000274658203,93.16999816894531,87.2736587524414,7344100
2023-09-07,93.38999938964844,93.52999877929688,93.29000091552734,93.48999786376953,87.57339477539062,7137500
2023-09-08,93.72000122070312,93.86000061035156,93.47000122070312,93.51000213623047,87.59211730957031,4648500
